company,industry1,industry2,city,state,description,pin,revenue,founded date,website,number of founder,founder1,founder2,founder3,employee,funding round,funding status,last funding date,last funding amt,last funding type,total funding amt,investor1,investor2,investor3,investor4,investor5,no of investor
Youth4work,College Recruiting,EdTech,Delhi,Delhi,Building Assessed Talent Profiles & Communities,110095,—,"Feb 14, 2014",www.youth4work.com,1,Rachit Jain,,,51-100,1,M&A,"Dec 9, 2014","$ 5,00,000.00",Venture - Series Unknown,"$ 5,00,000.00",Dan Sandhu,,Test and Measurement,,,1
OnlineTyari,Android,Apps,Gurgaon,Haryana,OnlineTyari is India's leading online platform providing complete solution for online preparation for different competitive exams,—,$1M to $10M,"Jan 6, 2014",onlinetyari.com,4,Bhola Meena,Rajveer Meena,Udai Meena,51-100,2,M&A,"Nov 9, 2016","$ 50,00,000.00",Series A,"$ 57,50,000.00",500 Global,3one4 Capital,Michael & Susan Dell Foundation,AdvantEdge Founders,Globevestor,15
Doctor Insta,Fitness,Health Care,Gurgaon,Haryana,"Bringing Healthcare to Everyone's fingertaps; India's 1st Video Medicine Company where One can consult Care-Givers anytime, anywhere.",—,$1M to $10M,"Jul 30, 2015",www.DoctorInsta.com,1,Lord Munjal,,,51-100,3,Early Stage Venture,"Oct 4, 2017","$ 40,00,000.00",Series B,"$ 70,00,000.00",RoundGlass Partners,Rishi Parti,BrahmaX Ventures,,,3
Charmboard,Artificial Intelligence (AI),Computer Vision,Bengaluru,Karnataka,Charmboard is the world's leading in-video discovery platform.,560102,—,Mar-14,www.charmboard.com,3,GBS Bindra,Sushant Panda,Tripat Preet Singh,Nov-50,1,Early Stage Venture,"Jun 29, 2017","$ 50,00,000.00",Series A,"$ 50,00,000.00",Zee Entertainment Enterprises,3one4 Capital,Target Accelerators,Andrew Green,David King,5
Grow Fit,Artificial Intelligence (AI),Health Care,Bangalore,Karnataka,Grow Fit is a mobile health companion that uses artificial intelligence.,560040,$1M to $10M,Sep-15,www.getgrowfit.com/,1,Jyotsna Pattabiraman,,,Nov-50,2,Early Stage Venture,"Jun 21, 2017","$ 45,00,000.00",Series A,"$ 54,11,473.00",Manipal Group,SAR GROUP,Growth Story,Kris Gopalakrishnan,The Grover Trust,5
QueueBuster,Mobile,Point of Sale,Noida,Uttar Pradesh,"Saas, POS, Mobile App, Payment",201301,—,Aug-15,queuebuster.co/,1,Varun Tangri,,,51-100,1,Early Stage Venture,"Jun 13, 2022","₹ 63,30,00,000.00",Series A,"₹ 63,30,00,000.00",Flourish Ventures,Omidyar Network India,Chiratae Ventures,DMI Alternative Investment Fund,,4
SMV Green Solutions,GreenTech,Last Mile Transportation,Varanasi,Uttar Pradesh,SMV Green Solutions offers transportation-related mobility solutions.,—,—,"Jan 1, 2015",www.smvgreen.com/,1,Naveen Krishna,,,Nov-50,1,Seed,"Aug 31, 2019","₹ 1,75,00,000.00",Seed,"₹ 1,75,00,000.00",Yunus Social Business,,,,,1
Khel Now,Media and Entertainment,Social Network,New Delhi,Delhi,Khel Now connects sports fans and other stakeholders,—,$1M to $10M,2015,khelnow.com/,2,Ashish Negi,Dhruv Ratra,,51-100,2,Seed,"Jan 23, 2017","$ 5,00,000.00",Seed,"$ 8,50,000.00",Indochine International,Anglian Omega Network,,,,2
HousingMan.com,E-Commerce,Internet,Bengaluru,Karnataka,"New Apartments, Flats for Sale in Bangalore",560004,$1M to $10M,Mar-14,www.housingman.com/,2,Bhavdeep Reddy,Rajendran R,,51-100,1,Seed,"Jul 21, 2018","₹ 10,30,00,000.00",Seed,"₹ 10,30,00,000.00",,,,,,—
Purple Style Labs,Fashion,Lifestyle,Mumbai,Maharashtra,Purple Style Labs is an omnichannel luxury fashion platform where people can discover and buy Indian designer wear.,400049,$1M to $10M,2015,purplestylelabs.com,1,Abhishek Agarwal,,,251-500,8,Late Stage Venture,"Nov 20, 2023","₹ 66,60,00,000.00",Series D,"$ 3,83,70,432.00",Venture Catalysts,Klub,LetsVenture,Binny Bansal,Jitendra Gupta,34
Petoo,Apps,Food and Beverage,Bangalore,Karnataka,Petoo serves Indian dishes topped with a twist of modern flavors and ingredients.,560068,—,2015,petoo.in/,4,Abhishek Mandal,Kumar Setu,Ravi Kumar,Nov-50,3,Seed,"Aug 3, 2016","$ 5,00,000.00",Seed,"$ 16,92,354.00",LetsVenture,Axilor Ventures,,,,2
J.C. Flowers Asset Reconstruction,Asset Management,Credit,Mumbai,Maharashtra,J.C. Flowers Asset Reconstruction is an asset reconstruction company.,—,—,2015,,—,,,,—,1,Private Equity,"Oct 27, 2023","₹ 2,40,00,000.00",Private Equity,"₹ 2,40,00,000.00",Yes Bank,,,,,1
Auntie Fung’s,Food Delivery,Restaurants,Bengaluru,Karnataka,Auntie Fung’s is a quick-service-restaurant (QSR) startup focused on food delivery-only.,560094,—,2015,auntiefungs.com/,2,Satrajit Das,Subhradeep Bhowmik,,—,1,Seed,"Sep 23, 2021","₹ 3,35,00,000.00",Angel,"₹ 3,35,00,000.00",LetsVenture,Indian Angel Network,Lead Angels Network,Chandigarh Angels Network,Anjali Malhotra,6
The Gene Box,Big Data,Fitness,Mumbai,Maharashtra,The Gene Box is a pioneering health-tech company specializing in predictive genetic analysis. Delivering insights For GUTMICROBIOME and DNA.,400080,$1M to $10M,Sep-15,thegenebox.com/,3,Pranav Anam,Shiraz Siddiqui,Taher Kagdi,Nov-50,1,Seed,"Sep 1, 2018","$ 12,00,000.00",Seed,"$ 12,00,000.00",,,,,,—
FarmTaaza,Agriculture,Farmers Market,Bengaluru,Karnataka,Farm Taaza provides expert advice to the farmers on improving the yield and improving the field operations of the farmer.,560095,$1M to $10M,2015,farmtaaza.com,1,Kumar Ramachandran,,,Nov-50,5,Early Stage Venture,"Nov 1, 2018",—,Series A,"$ 1,06,93,115.00",Musaab Hakami,Epsilon Venture Partners,IL&FS Investment Managers,,,3
eJOHRI,Jewelry,Marketplace,Mumbai,Maharashtra,eJOHRI operates as an online jewellery marketplace.,400013,—,2015,www.ejohri.com/,4,Jignesh Mehta,Jitandra Singh,Sandeep Shivhare,Nov-50,1,Seed,"Dec 10, 2019","$ 10,00,000.00",Seed,"$ 10,00,000.00",Rajesh Ranavat,,,,,1
Jivoule Biofuels,GreenTech,Renewable Energy,Hyderabad,Andhra Pradesh,Jivoule Biofuels operates as a green energy company.,—,—,2015,www.jivoule.com/,—,,,,01-Oct,1,Seed,"Mar 18, 2023","₹ 1,00,00,000.00",Seed,"₹ 1,00,00,000.00",Atal Innovation Mission,,,,,1
WarmOven,Bakery,Confectionery,Bangalore,Karnataka,WarmOven is a delivery-based fresh cakes and desserts brand.,560102,$1M to $10M,2015,www.warmoven.in/,2,Mahesh Madiyala,Sumit Gupta,,101-250,2,Seed,"Jun 11, 2020",—,Seed,"$ 8,35,650.00",Nitin Gupta,Anuj Srivastava,Jyoti Bansal,GamesKraft,Tracxn labs,7
Synctag,Information Technology,Social Media Management,Coimbatore,Tamil Nadu,Synctag is an aggregator that offers email and content aggregation services.,—,$1M to $10M,2015,www.synctag.com,1,Harsh Mehta,,,Nov-50,3,—,"Apr 2, 2018","₹ 2,00,00,000.00",Venture - Series Unknown,"$ 7,61,552.00",Subhkam Ventures,Mohit Khadaria,,,,2
GetMyUni,Education,Social Network,Bengaluru,Karnataka,"GetMyUni is site where you can get fees, placements, admissions, reviews, exams, scholarships information from over 11000 colleges in India.",110075,$1M to $10M,Jan-15,www.getmyuni.com/,2,Hardik Thakkar,Upneet Grover,,51-100,1,M&A,"Sep 1, 2015","$ 50,000.00",Seed,"$ 50,000.00",TLabs,,,,,1
IndieFolio,Animation,Communities,Mumbai,Maharashtra,LinkedIn for Indian creative professionals,400002,$1M to $10M,"Jan 31, 2015",www.indiefolio.com/,1,Kavan Antani,,,01-Oct,2,Seed,"May 3, 2016","$ 3,50,000.00",Angel,"$ 3,50,000.00",Srinivasa Rao Aluri,Jayesh Desai,,,,2
Student Tribe,Communities,Digital Media,Hyderabad,Andhra Pradesh,Student Tribe is an online platform that helps students connect with each other to share educational and material resources.,—,—,2015,www.stumagz.com/,2,Frederick Devarampati,Sri Charan Lakkaraju,,Nov-50,2,Seed,"Mar 14, 2018","$ 40,100.00",Angel,"$ 82,000.00",Venkat Subramanian,Sudhakar Pennam,Praveen Kumar Chintham,Priyanka Govind,,4
Pickrr Technologies,Delivery Service,E-Commerce,New Delhi,Delhi,Pickrr Technologies is a logistics-tech company that offers logistics and warehousing solutions via SaaS.,—,$1M to $10M,2015,www.pickrr.com/,3,Ankit Kaushik,Gaurav Mangla,Rhitiman Majumder,101-250,3,M&A,"Aug 11, 2021","$ 1,20,00,000.00",Series B,"$ 1,60,00,000.00",IIFL Finance,Omidyar Network,Omidyar Network India,Guild Capital,Ananta Capital,7
PublicVibe,Crowdsourcing,Mobile,Hyderabad,Andhra Pradesh,"Vernacular hyper local community news platform for public to share news, issues, experiences and opinions with people in their neighborhood",500081,$1M to $10M,2015,www.publicvibe.com/,1,Narasimha Reddy,,,Nov-50,7,—,"May 21, 2019",—,Venture - Series Unknown,"$ 22,33,700.00",Indian Angel Network,Anthill Ventures,Hyderabad Angels,EITAcies,Ramana Thumu,10
Cellfish,Database,Information Technology,Mumbai,Maharashtra,Cellfish provides online information and database access service and retrieval service.,—,$10M to $50M,"Jan 1, 2015",tinkerix.com/,2,Janaki Ram Goteti,Rohit Sharma,,51-100,2,—,"Aug 1, 2019","₹ 6,28,00,000.00",Venture - Series Unknown,"₹ 6,40,00,000.00",Blume Ventures,Powerhouse Ventures,,,,2
WorkApps,Apps,Internet,Pune,Maharashtra,WorkApps is a work management system platform.,411014,—,2015,www.workapps.com/home.html,1,MVS Murthy,,,101-250,2,Seed,"Oct 1, 2020",—,Seed,"$ 10,00,000.00",SRI Capital,Shrishti Sahu,,,,2
WIMWI Foods,E-Commerce,Fast-Moving Consumer Goods,Bengaluru,Karnataka,They bring healthy food options across the globe to Indian kitchens.,560095,$1M to $10M,"Mar 31, 2014",wimwifoods.com/,2,Kanupradeep Subramanian,Srishti Shaw,,Nov-50,3,Early Stage Venture,"Aug 12, 2019","$ 10,54,750.00",Series A,"$ 10,54,750.00",Parle Products,Gowri Shankar Subramanian,Siddharth Jain,Bhoovarahan Thirumalai,Dinesh Bindal,5
Foodcloud,Apps,E-Commerce,Badarpur,Delhi,Foodcloud is a marketplace for truly homemade food without having to cook it anymore.,—,—,"Dec 22, 2014",www.foodcloud.in,3,Sanjhi Rajgarhia,Shamit Khemka,Vedant Kanoi,Nov-50,7,Seed,"Nov 17, 2021",—,Seed,"$ 6,02,142.00",Meta,SOSV,Food-X,Department for Promotion of Industry and Internal Trade (DPIIT),Arjun Kapoor,5
zophop,Information Technology,Mobile Apps,Mumbai,Maharashtra,ZopHop is a mobile tech suggests faster and cheaper,—,$1M to $10M,Aug-14,www.zophop.com/,2,Mohit Dubey,Vinayak Bhavnani,,Nov-50,1,Seed,"Oct 29, 2015","$ 4,50,000.00",Seed,"$ 4,50,000.00",The Smart Start Fund,,,,,1
Crimson Healthcare,Health Care,Medical Device,New Delhi,Delhi,Crimson Healthcare is a medical device startup focussed on ostomy care.,110046,—,"Jul 15, 2015",crimsonhealthcare.in,2,Neeraj Kumar,Pranav Chopra,,01-Oct,1,Seed,"Jun 15, 2020","₹ 1,75,00,000.00",Angel,"₹ 1,75,00,000.00",Mumbai Angels,,,,,1
Monexo,Financial Services,FinTech,Mumbai,Maharashtra,Monexo is an online peer to peer lending marketplace with the goal of providing superior customer experience.,400018,—,"Jul 24, 2014",www.monexo.co,3,M Sundar,Mukesh Bubna,Sonal Bengani,Nov-50,1,Seed,"Dec 1, 2014","$ 5,00,000.00",Seed,"$ 5,00,000.00",Cyberport Hong Kong,,,,,1
Boltt Sports Technologies,Artificial Intelligence (AI),Fitness,Noida,Uttar Pradesh,Boltt Sports Technologies is an artificial intelligence based mobile health and fitness coaching,201310,$10M to $50M,"Jul 31, 2015",boltt.com/,—,",",https://www.crunchbase.com/person/aayushi-kishore,https://www.crunchbase.com/person/arnav-kishore,,https://www.crunchbase.com/search/people/field/organization.companies/num_employees_enum/boltt-sports-technologies,https://www.crunchbase.com/search/funding_rounds/field/organization.companies/num_funding_rounds/boltt-sports-technologies,Seed,https://www.crunchbase.com/search/funding_rounds/field/organization.companies/last_funding_at/boltt-sports-technologies,https://www.crunchbase.com/search/funding_rounds/field/organization.companies/last_funding_total/boltt-sports-technologies,https://www.crunchbase.com/search/funding_rounds/field/organization.companies/last_funding_type/boltt-sports-technologies,—,,,,,
TISX Capital Advisors,Business Intelligence,Consulting,Mumbai,Maharashtra,Specialists in Mid-Market (SME) Advisory.,400050,—,"Aug 1, 2015",tisxcapital.com/,—,,,,51-100,3,Private Equity,"Mar 13, 2020","₹ 65,00,00,000.00",Private Equity,"₹ 72,95,00,000.00",HDFC Bank,State Bank of India,Government of India,Punjab National Bank,F. A. Sharf & Co.,5
Mobiefit,Apps,Fitness,Panaji,Goa,Mobiefit is a mobile application that provides the user with a workout and workout videos for exercises that don't require equipment.,403004,Less than $1M,2015,www.mobiefit.com/,1,Gul Panag,,,Nov-50,2,Seed,"Nov 28, 2017","$ 13,50,000.00",Seed,"$ 23,50,000.00",Medi Assist,NB Ventures,,,,2
ePsyClinic,Health Care,,New Delhi,Delhi,INDIA'S First 24*7 Online Mental Well-being & Health Care Mega Clinic.,—,$1M to $10M,"May 1, 2015",iwill.epsyclinic.com/,1,Shipra Dawar,,,51-100,1,Seed,"Nov 1, 2019","$ 12,00,000.00",Seed,"$ 12,00,000.00",Venture Catalysts,,,,,1
Cyclops Medtech,Biotechnology,Health Care,Bangalore,Karnataka,Medtech startup working on clinical and wearable diagnostic and rehab products for neuro vestibular disorders using eye tracking technology.,560062,Less than $1M,"Jan 29, 2015",www.cyclopsmedtech.com/,3,Dr. Srinivas Dorasala,Niranjan Subbarao,Ravi Nayar,Nov-50,3,—,"Jan 1, 2019",—,Venture - Series Unknown,"$ 10,00,000.00",Capria Ventures,Unitus Ventures,RevvX Hardware / IOT Accelerator,CP Bothra,C. P. Bothra,5
Goodmylk,Food and Beverage,,Bengaluru,Karnataka,Goodmylk is a dairy alternative maker.,560038,Less than $1M,2015,goodmylk.in/,3,Abhay Rangan,Radhika Datt,Veena Sudharshanchar,01-Oct,2,Seed,"Sep 6, 2021","$ 10,00,000.00",Seed,"$ 14,00,000.00",AngelList India,VegInvest,Ginni International,Sustainable Food Ventures,Bento Box,12
Qbit Supply Chain,Enterprise Software,Freight Service,Mumbai,Maharashtra,"Quifers offers a wide range of logistics services, including point-to-point deliveries and distributions as well as hourly rental services.",400098,Less than $1M,2015,www.qbitscm.ai,3,Amit Bansal,Amit Mishra,Vaibhav Gupta,Nov-50,2,M&A,"Oct 8, 2015","$ 3,07,000.00",Angel,"$ 3,07,000.00",Indian Angel Network,Smile Group,,,,2
Rocketbox,Logistics,Transportation,Mumbai,Maharashtra,"Rocketbox is an LTL, Express and Air shipping aggregator.",400072,$1M to $10M,2015,rocketbox.in,6,Hasan Kumar A,Jeremy King,Pooja Bhatt,Nov-50,2,M&A,"Oct 26, 2015","$ 1,00,000.00",Seed,"$ 16,00,000.00",Delhivery,Haresh Chawla,,,,2
Backpacker Panda Holidays Private Limited,Tourism,Travel,Pune,Maharashtra,Backpacker Panda is creating an ecosystem for youth accommodation and travel.,—,$1M to $10M,"Jul 9, 2015",www.backpackerpanda.com,2,Kumar Vivek,Vivek Jain,,Nov-50,2,Early Stage Venture,"Feb 8, 2018","$ 14,00,000.00",Series A,"$ 15,56,840.00",3737 North Capital,,,,,1
Traveo Soft Pvt. Ltd.,Mobile,Software,Bangalore,Karnataka,AI based Business Travel & Expense management,—,Less than $1M,"Jul 1, 2015",www.traveosoft.com,2,Manish Kataria,Sameer Kakar,,01-Oct,5,Seed,"Oct 1, 2019","₹ 50,00,000.00",Seed,"₹ 1,20,00,000.00",,,,,,—
WeThinkApp,Product Design,Software,Hyderabad,Andhra Pradesh,WeThinkApp is a full-stack product design and software development company.,—,—,"Apr 10, 2015",www.wethinkapp.com/,1,Manish Surapaneni,,,Nov-50,1,Seed,"Mar 2, 2023","$ 5,00,000.00",Pre-Seed,"$ 5,00,000.00",,,,,,—
Monsoon Harvest,Food and Beverage,Food Processing,Coimbatore,Tamil Nadu,Monsoon Harvest provides contemporary food products.,—,$1M to $10M,"Jan 1, 2015",www.monsoonharvest.in,2,Sri Sethuram,Uma Machani,,01-Oct,1,M&A,"Jun 22, 2019","₹ 1,42,00,000.00",Seed,"₹ 1,42,00,000.00",Lok Capital,,,,,1
transportEG,Online Portals,,Mumbai,Maharashtra,transportEG is online dynamic portal dedicated to all who seek and provide transportation services.,400 514,$1M to $10M,2015,www.transporteg.com/index.xhtml,,,,,,,,,,,,,,,,,
"rapid and robust system to leverage each other's needs to get desired transportation services and to do more business in the eco system.\"",—,—,https://www.crunchbase.com/person/siddaraju-hv,,https://www.crunchbase.com/search/funding_rounds/field/organization.companies/num_funding_rounds/transporteg,https://www.crunchbase.com/search/funding_rounds/field/organization.companies/last_funding_total/transporteg,Venture - Series Unknown,₹130",0,"000""",https://www.crunchbase.com/search/funding_rounds/field/organization.companies/funding_total/transporteg,1,https://www.crunchbase.com/search/principal.investors/field/organization.companies/num_investors/transporteg,,,,,,,,,,,,,,,,,,,,,
NeuroEquilibrium Diagnostics Systems,Biotechnology,Health Care,Jaipur,Rajasthan,NeuroEquilibrium™ Diagnostics Systems Pvt Ltd. is a company started specifically to develop diagnostic systems,302015,$1M to $10M,2015,neuroequilibrium.in/,1,Rajneesh Bhandari,,,Nov-50,1,M&A,"Dec 7, 2016","$ 2,50,000.00",Seed,"$ 2,50,000.00",Unicorn India Ventures,,,,,1
Clirnet,Digital Marketing,Health Care,Mumbai,Maharashtra,Clirnet is the largest Live CME and doctor generated content platform.,—,—,2015,www.clirnet.com/,—,,,,51-100,1,Seed,"Feb 22, 2022","₹ 7,47,00,000.00",Seed,"₹ 7,47,00,000.00",Max Kamhi,,,,,1
Big Fish Ventures,Hospitality,Restaurants,New Delhi,Delhi,Big fish ventures started efforts to change the face of Delhi’s dine,110005,—,2015,bigfishventures.in/,2,Tapio Talvisalo,Umang Tewari,,Nov-50,1,Early Stage Venture,"Mar 10, 2016","$ 1,10,00,000.00",Series B,"$ 1,10,00,000.00",Umang Tewari,,,,,1
Storymirror,Content,E-Commerce,Gurgaon,Haryana,"Online Portal for reading and sharing stories, poems, quotes and Arts",122002,—,"Jan 30, 2015",storymirror.com,2,Bibhu Datta Rout,Hitesh Jain,,Nov-50,1,Seed,"May 1, 2016","$ 3,30,000.00",Angel,"$ 3,30,000.00",,,,,,—
Cygni Energy,Energy,Renewable Energy,Hyderabad,Andhra Pradesh,Cygni Energy is a manufacturer of energy storage devices for commercial and institutional customers.,500037,$1M to $10M,2015,www.cygni.com/,2,Paramjit Singh,Venkat Rajaraman,,101-250,6,Early Stage Venture,"Aug 25, 2022","$ 1,25,00,000.00",Series B,"$ 2,16,00,157.00",IndusInd Bank,Indian Overseas Bank,Endiya Partners,Sasken Communication Technologies,RTBI,6
ParentOf,Analytics,Artificial Intelligence (AI),Bengaluru,Karnataka,Parentof is a decision sciences organization which provides insights into child growth and decision analytics.,560038,Less than $1M,"Aug 10, 2015",www.parentof.com/,1,Swaroop Madhavan,,,51-100,4,Seed,"Aug 14, 2019","$ 10,00,000.00",Seed,"$ 20,00,000.00",V Srinivas,,,,,1
Sisa Security,Privacy,Risk Management,Surat,Gujarat,"Sisa Security is a security company that offers security solutions, minimizing financial, human, and brand damage.",—,—,"Jan 1, 2015",www.sisasecurity.com/,1,S.K. Sharma,,,Nov-50,1,—,"Jun 5, 2015","$ 17,00,000.00",Venture - Series Unknown,"$ 17,00,000.00",Canbank Venture Capital Fund,,,,,1
Henry & Smith,Customer Service,E-Commerce,Delhi,Delhi,Leading D2C Brand In Men Bottomwear,—,$10M to $50M,"Mar 1, 2014",henryandsmith.com,1,Gaurisha Gupta,,,Nov-50,2,Seed,"Dec 5, 2020",—,Seed,"$ 10,00,000.00",LetsVenture,WEH Ventures,Rukam Capital Trust,,,3
My Dental Plan,Dental,Health Care,Bengaluru,Karnataka,My Dental Plan is a platform that provides dental care packages and services.,—,—,2015,mydentalplan.in/,3,Dr Anand Krishna,Dr Girish Rao,Dr. Mohender Narula,01-Oct,1,Seed,"Apr 20, 2021","$ 7,00,000.00",Seed,"$ 7,00,000.00",Safe Planet Medicare,,,,,1
GoFro,Tourism,Travel,New Delhi,Delhi,GoFro was born out of our firm belief in empowering the modern traveller with flexibility of choices,110025,$1M to $10M,2015,www.gofro.com,1,Amitabh Misra,,,101-250,1,Early Stage Venture,"Sep 6, 2017","$ 1,00,00,000.00",Series B,"$ 1,00,00,000.00",MakeMyTrip.com,H.I.S.,,,,2
MyNewCar.in,Automotive,E-Commerce,Gurgaon,Haryana,MyNewCar.in offers new cars at best price with great deals. Book a new car online or request a doorstep test drive,122017,$1M to $10M,"Mar 6, 2014",mynewcar.in,2,Jürgen Thom,Madhukar Manpuria,,Nov-50,2,—,"Dec 10, 2018","$ 10,00,000.00",Venture - Series Unknown,"$ 12,50,000.00",Conny & Co,Dr. Cornelius Boersch,Dreamz Ventures GmbH,,,3
