company,industry1,industry2,city,state,description,pin,revenue,founded date,website,number of founder,founder1,employee,funding round,funding status,last funding date,last funding amt,last funding type,total funding amt,investor1,investor2,investor3,investor4,investor5,no of investor
Prognosys Medical Systems,Health Care,Manufacturing,Bangalore,Karnataka,Prognosys Medical Systems manufactures X-ray equipment.,—,$1M to $10M,"Dec 1, 2003",prognosysmedical.com/,1,Krishna Prasad Vajapeyam,51-100,2,M&A,"Feb 1, 2017","₹54,000,000",Venture - Series Unknown,"₹194,000,000",Somerset Indus Capital Partners,,,,,1
Vipul Group,Building Material,Commercial Real Estate,Gurgaon,Haryana,Vipul has been and is continuing to drive value for its associates,—,—,2001,www.vipulgroup.in/,1,Punit Beriwala,101-250,1,—,"Aug 24, 2017","₹1,500,000,000",Venture - Series Unknown,"₹1,500,000,000",,,,,,—
Ambit,Advice,Asset Management,Mumbai,Maharashtra,"Ambit provides financial advice and solutions in the areas of investment banking, asset management and wealth management.",400004,—,1997,www.ambit.co/,—,,501-1000,1,Seed,"Jul 24, 2019","$60,000",Pre-Seed,"$60,000",Techstars,,,,,1
Sandhar Technologies,Automotive,Industrial Engineering,Gurgaon,Haryana,"Sandhar Technologies is an auto component supplier, having most of the Indian automotive OEMs as its customers.",122002,$50M to $100M,1985,sandhargroup.com/,1,Jayant Davar,5001-10000,2,IPO,"Apr 1, 2014","$9,000,000",Venture - Series Unknown,"$32,000,000",Actis,GTI Capital Group,,,,2
Murli Krishna Pharma,Medical,Pharmaceutical,Pune,Maharashtra,Murli Krishna Pharma is a young and dynamic drug delivery systems (DDS) company in India that provides a range of effective solutions.,412209,—,2004,www.murlikrishnapharma.com/,2,Satya Vadlamani,251-500,1,Private Equity,"Jun 16, 2020","₹700,000,000",Private Equity,"₹700,000,000",InvAscent,,,,,1
NSL Renewable Power,Clean Energy,Energy,Hyderabad,Andhra Pradesh,"NSL Renewable Power is an independent company with interests in wind fams, hydel power, and biomass plants.",500034,$1M to $10M,1985,nslpower.com,—,,Nov-50,6,Private Equity,"Aug 4, 2014","$11,400,000",Private Equity,"$166,400,000",International Finance Corporation,Asian Development Bank,Proparco,KFW DEG,Fe Clean Energy,6
SIFIPAY.COM,Credit Cards,Debit Cards,Kolkata,West Bengal,Payments collection & Payouts made easy !!,700091,—,"Sep 25, 1979",sifipay.com/,1,Navneet Makharia,01-Oct,2,Seed,"Mar 1, 2021",—,Seed,"₹5,000,000",,,,,,—
HolidayIQ,Communities,Hotel,Bangalore,Karnataka,HolidayIQ was launched in early 2004 under the name of India Resorts Survey. India Resorts Survey was focussed on creating India's first,560008,$1M to $10M,2004,www.holidayiq.com,1,Hari Nair,101-250,2,Early Stage Venture,"Jul 20, 2015","$15,000,000",Series B,"$20,000,000",MakeMyTrip.com,Accel,Tiger Global Management,,,3
Bakers Circle,Bakery,Food Processing,New Delhi,Delhi,"Bakers Circle is an attractive, yet defensive, way to derive upon the country's F&B (food and beverages) opportunities .",110065,Less than $1M,2001,www.bakerscircle.co.in/index.html,1,Dev Lall,251-500,1,—,"Feb 23, 2015","$9,600,000",Venture - Series Unknown,"$9,600,000",Gaja Capital,,,,,1
SB Packagings,Manufacturing,Packaging Services,New Delhi,Delhi,SB Packagings is a manufacturer of flexible packaging materials in India.,110087,$1M to $10M,1989,sbpackagings.com/,1,O.P. Banga,501-1000,2,—,"Aug 12, 2021","$25,000,000",Venture - Series Unknown,"$25,000,000",PremjiInvest,,,,,1
Century Pharmaceuticals,Manufacturing,,Vadodara,Gujarat,Century Pharmaceuticals is a manufacturing company.,390005,—,1982,www.centurypharma.com/,1,Janak Sheth,101-250,1,—,"Jan 1, 2018","₹25,000,000",Venture - Series Unknown,"₹25,000,000",GVFL,,,,,1
Jyoti International Foods,Logistics,Supply Chain Management,Pune,Maharashtra,Jyoti International Foods provides a logistic solution to the foodservice industry.,—,$10M to $50M,2003,jifoods.in/,—,,51-100,1,Private Equity,"Jun 23, 2020","₹1,070,000,000",Private Equity,"₹1,070,000,000",Convergent Finance,,,,,1
M-CRIL,Advice,Analytics,Gurgaon,Haryana,"M-CRIL provides analytical, advisory and financial services.",—,—,"Jan 1, 1998",www.m-cril.com/,2,Frances Sinha,Nov-50,1,—,"Feb 14, 2017","₹98,800,000",Venture - Series Unknown,"₹98,800,000",Asian Development Bank,,,,,1
Olive Bar & Kitchen,Restaurants,,Mumbai,Maharashtra,"Olive Bar is a rustic hideaway where good food, laughter, culture and conversation come together in a delightful Mediterranean melting pot.",—,—,2000,olivebarandkitchen.com/,1,AD Singh,251-500,1,Private Equity,"Dec 28, 2017","₹1,000,000,000",Private Equity,"₹1,000,000,000",Rabo Ventures,,,,,1
Spherehot,Consumer Electronics,Electronics,Mumbai,Maharashtra,Spherehot is an electrical and electronic manufacturing company.,—,$1M to $10M,"Jan 1, 1930",www.spherehot.com/,2,Ketan Doshi,Nov-50,1,Seed,"Jul 1, 2015","₹40,000,000",Seed,"₹40,000,000",Edelweiss Financial Services,,,,,1
Patil Group,Manufacturing,Railroad,Hyderabad,Andhra Pradesh,Patil Group is a railway track component manufacturer.,—,—,"Jan 1, 1993",www.patilgroup.com/,—,,5001-10000,1,Early Stage Venture,"Jun 1, 2016","$18,400,000",Series A,"$18,400,000",,,,,,—
Chajjhed Foods,Food and Beverage,Manufacturing,Ahmedabad,Gujarat,Chajjhed Foods manufactures ready-to-fry snack pellets under two categories - cereal-based pellet (paan iPuri) and potato-based pellet.,350015,$1M to $10M,1979,frylofoods.com/,1,Rajesh Chhajed,101-250,1,—,"Jun 14, 2017","₹300,000,000",Venture - Series Unknown,"₹300,000,000",GVFL,,,,,1
Craste,Manufacturing,Packaging Services,Pune,Maharashtra,Craste is a company which build sustainable packaging and furniture from crop waste.,411008,—,"Dec 7, 1962",craste.co/,1,Shubham Singh,01-Oct,1,Seed,"Jul 15, 2019","$120,000",Pre-Seed,"$120,000",Techstars,,,,,1
Hetrogenous Communication Technologies,Wireless,,Chennai,Tamil Nadu,Hetrogenous is a proprietary platform that creates transparent infrastructure for the Internet of Things.,600020,—,2004,www.hetrogenous.com,1,Anush Gopalan,Nov-50,1,—,"Sep 13, 2017","₹50,000,000",Venture - Series Unknown,"₹50,000,000",The Chennai Angels,Keiretsu Forum,,,,2
Karthikeya,Industrial,Manufacturing,Coimbatore,Tamil Nadu,"Karthikeya is a manufacturer of yarns, doubling, gassing, mercerizing, and steaming equipment.",—,—,"Jan 1, 1949",www.karthikeyamills.com/,—,,Nov-50,1,—,"Sep 1, 2019","₹450,000,000",Venture - Series Unknown,"₹450,000,000",JP Morgan,,,,,1
Sandor,Biotechnology,Marketing,Hyderabad,Andhra Pradesh,"Sandor Medicaids, is a medical device and drugs marketing & distribution firm.",500034,—,1995,sandor.co.in/,1,Rajeev Sindhi,101-250,2,Seed,"Jan 8, 2016","$8,980,000",Seed,"$11,980,000",Tata Capital,InvAscent,,,,2
Him Teknoforge,Information Technology,Manufacturing,Chandigarh,Chandigarh,Him Teknoforge is a lagship company of Him Group.,160019,—,1981,www.himteknoforge.com/,1,Vijay Aggarwal,1001-5000,1,—,"Apr 14, 2016","₹300,000,000",Venture - Series Unknown,"₹300,000,000",Canbank Venture Capital Fund,,,,,1
Activ8,CRM,Digital Media,Mumbai,Maharashtra,Activ8 develops and provides powerful web applications for multimedia presentations and CRM-solutions.,400049,$1M to $10M,"Nov 1, 2003",www.activ8.at,—,,01-Oct,2,Seed,"Sep 2, 2018","$5,400,000",Seed,"$5,400,000",Gumi Inc,Makers Fund,,,,2
SMEClabs,Corporate Training,E-Learning,Ernakulam,Kerala,E learning for Industrial and Marine linked Training,682017,—,"Feb 2, 2001",www.smeclabs.com,1,Saiju Mohamed,501-1000,2,Early Stage Venture,"Jul 1, 2019","$274,563",Series B,"$289,563",National Skill Development Corporation,,,,,1
Airwill Home Collections,Home Decor,Textiles,Karur,Tamil Nadu,Airwill Home Collections is a manufacturer and exporter of home furnishings.,—,—,"Jan 1, 1993",www.airwillexports.net/,—,,Nov-50,1,Private Equity,"Mar 1, 2017","₹30,000,000",Private Equity,"₹30,000,000",SIDBI Venture Capital,,,,,1
Pan Oleo Energy Limited,Energy,Manufacturing,Chennai,Tamil Nadu,"Manufacturer and large scale producer of biofuels, bulk producer of Industrial chemicals and sanitary products.",600028,—,"Jan 30, 1976",panoleoenergy.com,—,,51-100,1,Seed,"May 20, 2021","$1,000,000",Seed,"$1,000,000",,,,,,—
BSCPL Infrastructure,Hydroelectric,Real Estate,Hyderabad,Andhra Pradesh,"BSCPL Infrastructure Ltd is an accredited infrastructure development company pioneers in execution of Road Projects, Irrigation projects.",500 034,Less than $1M,1972,www.bscpl.net,—,,251-500,2,—,"Dec 14, 2017","$14,113,350",Venture - Series Unknown,"$14,113,350",Brand Capital,Adani Capital,,,,2
MapmyIndia,Information Technology,Mapping Services,New Delhi,Delhi,MapmyIndia uses deep technological trends in offering interactive map portals with GPS navigation systems and detailed level map searches.,110020,$50M to $100M,1995,www.mapmyindia.com,1,Rakesh Verma,501-1000,4,IPO,"May 1, 2014",—,Venture - Series Unknown,"$34,000,000",Nexus Venture Partners,Kleiner Perkins,Qualcomm Ventures,Lightbox,Sherpalo Ventures,5
Shikhar Microfinance,Finance,Financial Services,New Delhi,Delhi,Shikhar Microfinance helps communities by providing financial services and livelihood opportunities to underprivileged segments.,—,—,"Feb 16, 1993",shikharfin.com/,1,Satyavir Chakrapani,Nov-50,2,—,"Mar 1, 2014","₹26,000,000",Venture - Series Unknown,"₹51,000,000",Dia Vikas Capital,,,,,1
Pawar Electro Systems,Health Care,Manufacturing,Mumbai,Maharashtra,Pawar Electro Systems is a laboratory and blood banking instruments manufacturing company.,—,$1M to $10M,"Jan 1, 1997",www.pawars.org/,1,Kailash Pawar,51-100,1,—,"Jan 15, 2015","₹250,000,000",Venture - Series Unknown,"₹250,000,000",SIDBI Venture Capital,,,,,1
Comviva,Marketing,Mobile,Delhi,Delhi,Comviva provides integrated VAS solutions for mobile operators in emerging markets.,110020,—,1999,www.comviva.com,—,,251-500,1,Early Stage Venture,"Dec 4, 2005","$13,500,000",Series A,"$13,500,000",Sequoia Capital,Cisco,Peak XV Partners,,,3
LearningMate,Education,Software,Mumbai,Maharashtra,Online learning solutions provider.,400 059,$10M to $50M,"Sep 1, 2003",www.learningmate.com,1,Samudra Sen,101-250,1,M&A,"Jul 9, 2009","$10,000,000",Private Equity,"$10,000,000",Helix Investments,,,,,1
Gigi,Software,,New Delhi,Delhi,Gigi is a Singaporean tech startup company developing software application for logistic industry,110014,—,"Aug 6, 1964",www.gigi.com.sg/en/,—,,01-Oct,1,Early Stage Venture,"Jul 31, 2019","$2,000,000",Series A,"$2,000,000",Headline Asia (formerly Infinity Ventures),,,,,1
Issar Pharmaceuticals,Health Care,Pharmaceutical,Hyderabad,Andhra Pradesh,Issar Pharma is a medical drug development company.,—,—,"Jan 1, 1995",issar.co.in/,1,Ramakrishna Reddy Isanaka,101-250,1,Early Stage Venture,"Feb 10, 2019","$3,830,000",Series A,"$3,830,000",,,,,,—
FruBon,Dairy,Food Processing,Jaipur,Rajasthan,FruBon is a product of Dev Milk Foods that provides milk & dairy products.,—,—,2004,frubon.com/,—,,Nov-50,1,Early Stage Venture,"Feb 13, 2024",—,Series A,—,Fireside Ventures,Pi Ventures,,,,2
Maiyas Beverages And Foods,Food and Beverage,Food Processing,Bangalore City,Karnataka,Maiyas is the fastest growing vegetarian processed food company in India.,560 011,—,1988,www.maiyas.in/,1,P Sadananda Maiya,251-500,2,Private Equity,"May 19, 2016","$30,000,000",Private Equity,"$46,600,000",Ascent Capital,Peepul Capital LLC,,,,2
Maini Precision Products,Automotive,Manufacturing,Bangalore,Karnataka,Maini Precision Products is a diversified manufacturer and supplier of high precision components,560058,—,1973,www.mainiprecisionproducts.com/,1,S.K. Maini,1001-5000,2,Private Equity,"Aug 29, 2016","₹1,110,000,000",Private Equity,"₹1,615,700,000","Paragon Partners, India",Limited Partners,,,,2
Anand Teknow,Manufacturing,Product Design,Pune,Maharashtra,Anand Teknow is an industrial engineering company.,411012,$10M to $50M,1984,www.anandteknow.com,1,Gaurav Jain,Nov-50,1,—,"Jan 5, 2015","₹160,000,000",Venture - Series Unknown,"₹160,000,000",Canbank Venture Capital Fund,,,,,1
Healthium Medtech,Manufacturing,Medical Device,Bengaluru,Karnataka,Healthium MedTech manufactures and sells a broad range of medical devices and consumable products.,560 058,—,1992,healthiummedtech.com,1,L G Chandrasekhar,1001-5000,2,M&A,"Jan 1, 2019",—,Private Equity,"$22,900,000",TPG Growth,CX Partners,,,,2
Anthea Aromatics Pvt. Ltd.,Chemical,Manufacturing,Mumbai,Maharashtra,Preferred supplier of specialty chemicals to the Fragrance & Flavor industry,400701,—,1992,www.anthea-aromatics.in/,1,Vincent Paul,251-500,1,Early Stage Venture,"Apr 27, 2016","$18,000,000",Series A,"$18,000,000",ICICI Venture,,,,,1
Sambandh Finserve,Finance,Financial Services,Rourkela,Orissa,Sambandh Finserve is a non-banking financial firm.,—,—,"Jan 1, 1996",www.sambandhfin.com/,2,Deepak Kindo,501-1000,3,—,"Jul 11, 2018","$2,500,000",Venture - Series Unknown,"$3,071,238",BOPA,Dia Vikas Capital,,,,2
Property Management Group,Property Management,Real Estate,Panjim,Goa,The Property Management Group have been through several phases of the property market,403001,$10M to $50M,1995,www.pmg-goa.com/index.php,1,Alan Viegas,Nov-50,1,—,"Dec 8, 2016","$44,000,000",Venture - Series Unknown,"$44,000,000",,,,,,—
Jyotiom,Artificial Intelligence (AI),Chemical Engineering,Vadodara,Gujarat,Jyotiom building an Artificial Intelligence system to save the nature in terms of pollution of air and water with the help of AI & ML,—,—,"Feb 15, 1990",jyotiom.com/,1,Sudhir Kumar,Nov-50,1,Seed,"Nov 15, 2021","$3,200,000",Seed,"$3,200,000",,,,,,—
Sansera Engineering,Automotive,Enterprise Software,Bangalore,Karnataka,"Sansera is one of the highly exclusive band of engineering companies globally that builds its own CNC-SPMs, allowing its customers to",560 099,Less than $1M,1981,sanseraindia.com,1,Subramonia Sekhar Vasan,1001-5000,1,IPO,"Jul 8, 2013","$56,480,000",Venture - Series Unknown,"$56,480,000",Citi Ventures,,,,,1
Self Employed Women's Association,Child Care,Education,Bhadra,Rajasthan,"Self-Employed Women's Association of India (SEWA) is a trade union for poor, self-employed women workers in India",380 001,$1M to $10M,1972,sewa.org,1,Ela Bhatt,10001+,1,—,"Apr 21, 2015","$2,150,000",Venture - Series Unknown,"$2,150,000",Acumen,Lok Capital,Hudco,National Housing Bank,HDFC Holdings,6
GabbarDeals,Retail,,Pune,Maharashtra,GabbarDeals is an omnichannel mobile phone retail brand.,—,—,2000,gabbardeals.com/,3,Niraj Raka,51-100,1,M&A,"Jun 15, 2020","$850,000",Seed,"$850,000",Venture Catalysts,,,,,1
Vishwa Infrastructures & Services,Civil Engineering,Health Care,Hyderabad,Andhra Pradesh,VISHWA is 20-year old private sector company engaged in developing .,500001,—,1994,www.vishwainfra.in/,1,Yerra Srinivas,251-500,6,Late Stage Venture,"Mar 30, 2016","$2,290,000",Series C,"$19,175,566",ICICI Bank,New Enterprise Associates,MAPE Advisory Group,Axis Private Equity,Mr. J Vikram,5
Rosifo,Food Delivery,,Noida,Uttar Pradesh,Rosifo is a provider of innovative IT solutions.,201301,—,"Aug 22, 1923",www.rosifo.in,—,,01-Oct,1,Seed,"Aug 22, 2023","₹1,000,000",Pre-Seed,"₹1,000,000",,,,,,—
Town Essentials,Consumer Goods,Delivery,Bangalore,Karnataka,Town Essentials is an online grocery store that supplies products to both institutions and consumers.,560022,$10M to $50M,2002,towness.co.in/xcart44/home.php,1,Amar Krishnamurthy,101-250,1,Seed,"Dec 28, 2015","$1,000,000",Angel,"$1,000,000",Siddharth Patil,Sharad Hegde,Shrikant Patil,,,3
Vantage Health,Health Care,,Mumbai,Maharashtra,Vantage Health is a health-tech startup.,—,—,2004,,1,Aman Iqbal,251-500,1,—,"Jan 7, 2019","$50,000,000",Venture - Series Unknown,"$50,000,000",IQGEN,,,,,1
Fabindia,Retail,,New Delhi,Delhi,"Fabindia is India's largest private platform for products that are made from traditional techniques, skills.",—,—,1958,www.fabindia.com,1,John Bissell,1001-5000,1,Private Equity,"May 7, 2019",—,Private Equity,—,Lighthouse Funds,,,,,1
TechProcess Solutions,Cyber Security,Financial Services,Mumbai,Maharashtra,TechProcess Solutions offers transaction and payment processing services across a spectrum of industries in India.,400 079,$50M to $100M,2000,www.techprocess.co.in,1,Bikramjit Sen,501-1000,1,M&A,"Jan 1, 2011","$6,000,000",Venture - Series Unknown,"$6,000,000",NGP Capital,,,,,1
ValueFirst,Information Technology,Internet,Gurgaon,Haryana,"Founded in 2003, ValueFirst connects businesses with their consumers over telecom and internet channels, at scale.",122001,$10M to $50M,"Oct 17, 2003",www.vfirst.com,1,Vish Bajaj,251-500,2,M&A,"Feb 4, 2011","$15,300,000",Venture - Series Unknown,"$20,300,000",New Enterprise Associates,Headland Asia Ventures,,,,2
CleanAir Systems,Electronics,Manufacturing,Chennai,Tamil Nadu,CleanAir Systems is a manufacturer of laminar airflow and biosafety cabinet products.,600 106,—,1993,www.cleanairindia.com,1,Ravi Rajagopal,Nov-50,1,M&A,"May 27, 2020","CA$6,700,000",Private Equity,"CA$6,700,000",Paradigm Capital,Beacon Securities,Clarus Securities,,,3
People Combine,Consulting,Education,Hyderabad,Andhra Pradesh,People Combine is an Education Management & Consulting company.,500033,—,1993,www.peoplecombine.com/,1,Eswaran R.,1001-5000,2,—,"Nov 29, 2016",—,Venture - Series Unknown,"$16,000,000",Ascent Capital,,,,,1
S-Cube Futuretech,Industrial Automation,Software,Mumbai,Maharashtra,S-Cube Futuretech company is a dedicated to creating software solution,400 063,$1M to $10M,2004,www.s-cube.in,2,Sajit Nair,Nov-50,1,M&A,"Oct 17, 2015","$1,000,000",Seed,"$1,000,000",Parampara,,,,,1
Security & Intelligence Services (India) Ltd.,Security,,Hyderabad,Andhra Pradesh,Security & Intelligence Services is a provider of security services both in India and Australia.,500082,$10B+,1985,www.sisindia.com,1,Ravindra Kishore Sinha,10001+,1,IPO,"Jan 1, 2013",—,Private Equity,—,CX Partners,,,,,1
