company,industry1,industry2,city,state,description,pin,revenue,founded date,website,number of founder,founder1,employee,funding round,funding status,last funding date,last funding amt,last funding type,total funding amt,investor1,investor2,investor3,investor4,investor5,no of investor
ONGO Framework,B2B,Information Services,Hyderabad,Andhra Pradesh,AI-powered digital transformation platform that helps Enterprises and small businesses to quickly build scalable Mobile first solutions.,—,$1M to $10M,2008,ongoframework.com/,1,Rama kuppa,101-250,1,Seed,"Aug 30, 2018","$ 10,00,000.00",Angel,"$ 10,00,000.00",Mitesh Majithia,Rishi Chohan,Anilkumar B Narsingrao,Raj Basu,Naveen Harjani,6
Equitas Holdings,Finance,Financial Services,Chennai,Tamil Nadu,"Equitas Holdings provides microfinance, used commercial vehicle finance, and housing finance services in India.",600035,$50M to $100M,2007,www.equitas.in,—,,501-1000,5,IPO,"Apr 4, 2016","$ 10,00,00,000.00",Private Equity,"$ 13,75,00,000.00",HDFC Standard Life Insurance,International Finance Corporation,PremjiInvest,Caspian Impact Investments,MicroVentures,19
Babajob,Employment,Human Resources,Bangalore,Karnataka,Babajob.com is job website and mobile portal dedicated to connecting informal sector workers.,56003,$10M to $50M,"Aug 27, 2007",www.babajob.com,2,Sean Blagsvedt,Nov-50,2,M&A,"Apr 10, 2015","$ 1,00,00,000.00",Venture - Series Unknown,"$ 1,00,00,000.00",SEEK,Gray Ghost Ventures,Khosla Impact,,,3
Celon Laboratories,Biotechnology,Health Care,Hyderabad,Andhra Pradesh,"Celon Laboratories develops pharmaceutical products for the oncology, anti-infective, and critical care markets.",500034,—,2007,www.celonlabs.com,1,KV Ravindra,501-1000,2,M&A,"Sep 1, 2015","$ 1,10,00,000.00",Venture - Series Unknown,"$ 2,68,00,000.00",Peak XV Partners,Eight Roads Ventures India,,,,2
SVG Media,Ad Network,Advertising,Gurgaon,Haryana,SVG Media is a leading Indian digital media network.,122016,$10M to $50M,2006,svgmedia.in,2,Harish Bahl,101-250,2,M&A,"Apr 24, 2017","$ 30,00,000.00",Venture - Series Unknown,"$ 65,00,000.00",Smile Group,Xplorer Capital,,,,2
edupristine,Corporate Training,Education,Mumbai,Maharashtra,"EduPristine is a training provider for international certifications in Finance (like CFA®, FRM® and PRM®).",400 069,Less than $1M,2007,edupristine.com,3,Atul Kumar,51-100,2,Early Stage Venture,"May 17, 2016","$ 1,00,00,000.00",Series B,"$ 1,15,00,000.00",Accel,Kaizenvest,Adtalem Global Education,,,3
Digifin,Financial Services,FinTech,Chennai,Tamil Nadu,Digifin is a digital banking startup that has a comprehensive digital account opening platform along with the back office solution.,600004,$1M to $10M,2011,www.digifin.in/,1,Jitendra Gupta,01-Oct,1,Seed,"Nov 4, 2019","$ 2,40,00,000.00",Seed,"$ 2,40,00,000.00",3one4 Capital,Matrix Partners India,Peak XV Partners,BEENEXT,Global Founders Capital,11
Sebacic India,Chemical,Manufacturing,Vadodara,Gujarat,Sebacic India is a  green chemical company,390 005,—,2007,www.sebacicindia.com/,1,Pankaj Natwarlal Pandya,Nov-50,1,—,"Jan 9, 2019","₹ 3,30,00,00,000.00",Venture - Series Unknown,"₹ 3,30,00,00,000.00",GVFL,Wayzata Investment Partners,IndiaNivesh Fund,,,3
Akumentis Healthcare Ltd.,Health Care,,Mumbai,Maharashtra,Akumentis Healthcare Ltd. is the growing branded generics companies.,400615,$10M to $50M,2010,www.akumentishealthcare.com,1,Rajaram Samant,1001-5000,1,—,"Aug 31, 2015","$ 1,90,00,000.00",Venture - Series Unknown,"$ 1,90,00,000.00",Peak XV Partners,,,,,1
Mantis Technologies,GPS,Internet,Ahmedabad,Gujarat,Mantis Technologies is a technology company dedicated to create end to end technological solutions,380015,$1M to $10M,2007,www.mantistechnologies.com/,4,Amit Kumar Singh,51-100,4,Early Stage Venture,"Aug 10, 2016","$ 70,00,000.00",Series B,"$ 1,43,40,000.00",Bennett Coleman and Co Ltd,IIMA Ventures,Brand Capital,GVFL,,4
Oilmax Energy,Energy,Oil and Gas,Mumbai,Maharashtra,"Oilmax Energy is an oil and natural gas company that offers exploration, production, and maintenance services.",—,$1M to $10M,"Aug 2, 2008",www.oilmax.in/,1,Kapil Garg,Nov-50,1,—,"May 1, 2016","₹ 1,00,00,00,000.00",Venture - Series Unknown,"₹ 1,00,00,00,000.00",Samara Capital,,,,,1
Notion Press,E-Commerce,EBooks,Chennai,Tamil Nadu,"Notion Press eBook, print book and book reviews free self publishing platform - Also, check the Notion Press Reviews at notionpress.com",600005,$1M to $10M,2011,notionpress.com,3,Bhargava Adepalley,01-Oct,1,Seed,"Aug 29, 2016","$ 10,00,000.00",Seed,"$ 10,00,000.00",,,,,,—
ShipX,Automotive,Freight Service,Bangalore,Karnataka,ShipX is a transportation management solution designed to improve transportation and logistics operations.,560 078,Less than $1M,2008,www.shipx.in/,2,Amar Kalale,Nov-50,1,—,"Aug 30, 2018","₹ 7,00,00,000.00",Venture - Series Unknown,"₹ 7,00,00,000.00",Mahindra Logistics,,,,,1
Transerve,Analytics,Information Services,Panaji,Goa,Transerve provides a geospatial analysis platform (Transerve Online Stack) to visualize and process data for insights.,403001,$1M to $10M,"Dec 14, 2009",transerve.com,3,Amarsh Chaturvedi,Nov-50,1,M&A,"Sep 27, 2017","$ 16,00,000.00",Series A,"$ 16,00,000.00",Omidyar Network,ILFS Investment Managers,,,,2
Lawrencedale Agro Processing,Agriculture,Food Processing,Chennai,Tamil Nadu,Lawrencedale Agro Processing is an end-to-end service provider in the fruit and vegetable industry.,643 001,$1M to $10M,2009,lawrencedale.com/,1,Vijayaraghavan Palat,101-250,3,Early Stage Venture,"Sep 18, 2016","$ 80,00,000.00",Series B,"$ 2,00,00,000.00",Patamar Capital,BESTSELLER Foundation,,,,2
TaxSutra,Broadcasting,Real Time,Pune,Maharashtra,TaxSutra Services is a company that runs an online information site on tax related.,—,—,2010,www.taxsutra.com/,3,Ameya Kunte,Nov-50,3,Seed,"Jan 2, 2017","₹ 2,50,00,000.00",Seed,"$ 6,19,711.00",Mohandas Pai,V Balakrishnan,,,,2
NEPRA Resource Management,Business Development,CleanTech,Ahmedabad,Gujarat,NEPRA Resource Management provides waste management solutions in India.,380 061,$1M to $10M,2006,www.nepra.co.in,1,Sandeep Patel,01-Oct,3,Early Stage Venture,"Jun 25, 2018","$ 65,00,000.00",Series B,"$ 1,35,00,000.00",Aavishkaar Venture Capital,Asha Impact,,,,2
Primacy Industries,Consumer Goods,Personal Health,Mangalore,Karnataka,"Primacy is a contracting business for fragrance-based consumer products in air care, personal care and health and hygiene categories.",575 011,—,2005,primacyind.com/,—,,1001-5000,1,—,"Oct 13, 2021","₹ 3,10,00,00,000.00",Venture - Series Unknown,"₹ 3,10,00,00,000.00",India Resurgent Fund,,,,,1
YCook,Agriculture,Food and Beverage,Hoskote,Karnataka,"YCook is a food technology company that specializes in minimally processed vegetables, lentils, and fruits.",562 114,$10M to $50M,2010,www.ycook.in/,3,Gayathri Swahar,251-500,5,M&A,"May 29, 2018","$ 50,00,000.00",Series B,"$ 79,57,000.00",Omnivore,Oikocredit International,021 Capital,,,3
Apex Kidney Care,Health Care,Hospital,Goregaon,Maharashtra,Apex Kidney Care provides medical services and kidney care services.,400063,$1M to $10M,2008,www.apexkidneycare.com,—,,251-500,1,Private Equity,"Oct 11, 2023","$ 1,00,00,000.00",Private Equity,"$ 1,00,00,000.00",Tata Capital Healthcare Fund,,,,,1
KEJRIWAL CASTINGS,Industrial,Manufacturing,Kolkata,West Bengal,KEJRIWAL CASTINGS is a manufacturer of ductile iron and cast iron pipes fittings and valves.,—,—,"Jan 1, 2005",www.kejriwalcastings.com/,1,Sandip Kejriwal,Nov-50,1,—,"Aug 1, 2017","₹ 13,50,00,000.00",Venture - Series Unknown,"₹ 13,50,00,000.00",Subhkam Ventures,,,,,1
VClusive,Fashion,Lifestyle,Bangalore,Karnataka,VClusive is the essence of exclusivity distilled into signature privileges that complement your lifestyle.,560 025,—,2008,www.vclusive.com,1,Vinu Sundaresan,51-100,1,—,"Nov 16, 2016","₹ 42,60,00,000.00",Venture - Series Unknown,"₹ 42,60,00,000.00",Hunch Ventures,,,,,1
Barrix Agro Sciences,Agriculture,AgTech,Bangalore,Karnataka,Barrix Agro Sciences provides performing and outstanding products to the humanity through farmers and to increase the GDP of the world.,560 058,$1M to $10M,2011,www.barrix.in/,1,Lokesh Makam,51-100,6,Early Stage Venture,"Oct 16, 2018","$ 2,17,000.00",Series B,"$ 34,08,956.00",Omnivore,IIMA Ventures,,,,2
IMAX Program,Analytics,Artificial Intelligence (AI),Bengaluru,Karnataka,IMAX Program is a data driven personalization education product that builds learning genome using school assessments.,—,—,2009,imaxprogram.com/,2,Naveen Mandava,51-100,1,—,"Feb 13, 2018","$ 1,35,00,000.00",Venture - Series Unknown,"$ 1,35,00,000.00",Lightrock,Michael & Susan Dell Foundation,,,,2
INSOFE,Big Data,Consulting,Hyderabad,Andhra Pradesh,INSOFE is an educational organization that focuses on providing data and analytics education programs.,500033,$1M to $10M,"Jan 17, 2010",www.insofe.edu.in,3,Dakshinamurthy V Kolluru,Nov-50,1,M&A,"Mar 27, 2017","$ 26,00,000.00",Seed,"$ 26,00,000.00",Kaizenvest,,,,,1
Wassup Laundry,Apps,Delivery,Tamil Nadu,India,Wassup is India's favourite ondemand laundry brand.,600034,$50M to $100M,2011,www.wassuplaundry.com,2,Praveen Sinha,101-250,3,Seed,"Feb 12, 2017","$ 32,00,000.00",Seed,"$ 57,00,000.00",Anil Jain,Arun Chandramohan,Laundry and Dry-cleaning,Refex Energy,Mobile,4
Paper Boat,E-Commerce,Food and Beverage,Haryana,Haryana,Paper Boat is an e-commerce platform that sells beverages which are based on scientific observation and analysis of nature.,122001,$100M to $500M,2009,www.paperboatdrinks.com/,3,James Nuttall,51-100,15,Late Stage Venture,"Aug 25, 2022","₹ 4,00,00,00,000.00",Series C,"$ 15,35,32,426.00",Sequoia Capital,Hillhouse Investment,GIC,Sofina,Advent International,10
GenY Medium,Digital Marketing,Marketing,Hyderabad,Andhra Pradesh,GenY Medium is a full service digital marketing company providing online branding and marketing services.,500 034,$10M to $50M,2011,genymedium.com,3,Ravi Jain,Nov-50,6,Seed,"Dec 14, 2018","$ 2,52,000.00",Seed,"$ 18,51,000.00",Globevestor,Venkat Rama Mohan Reddy,,,,2
Germin8,Analytics,Big Data,Mumbai,Maharashtra,Germin8 is a social media listening company that specializes in developing and delivering stakeholder analytics tools and services.,400063,—,2007,germin8.com,2,Raj Nair,51-100,4,—,"Jan 1, 2019",—,Venture - Series Unknown,"$ 54,00,000.00",Kalaari Capital,InnoVen Capital,Microsoft Accelerator Bangalore,,,3
TraqIQ,Digital Entertainment,Film Production,Noida,Uttar Pradesh,TraqIQ is a development-stage company formed to operate as a film and television production company.,90401,$10M to $50M,2009,www.traqiq.com/,—,,101-250,2,Seed,"Jan 13, 2023","$ 2,00,000.00",Seed,"$ 2,00,000.00",,,,,,—
Suzette Gourmet,Food and Beverage,Food Delivery,Mumbai,Maharashtra,Suzette Gourmet provides an organic food products for customers in India.,400050,Less than $1M,2011,www.suzette.in,3,Antonia Achache,01-Oct,6,—,"Sep 2, 2019","₹ 10,00,00,000.00",Venture - Series Unknown,"$ 24,35,429.00",DSG Consumer Partners,Yuj Ventures,,,,2
IRIS Polymers,Agriculture,Manufacturing,Pune,Maharashtra,IRIS Polymers is a manufacturer and exporter of agricultural and packaging films.,—,$1M to $10M,"Dec 1, 2010",www.irispolymers.com,1,Arun Awatade,Nov-50,1,—,"Mar 1, 2018","₹ 3,25,00,000.00",Venture - Series Unknown,"₹ 3,25,00,000.00",SIDBI Venture Capital,,,,,1
Ampere,Autonomous Vehicles,Electric Vehicle,Coimbatore,Tamil Nadu,"Ampere is an Indian manufacturer of electric bicycles and light-vehicles. It develops its own running technology; including chargers,",641 402,—,2011,www.ampvl.com,1,Hemalatha Annamalai,Nov-50,3,Early Stage Venture,"Apr 21, 2016",—,Series A,"$ 12,00,000.00",Axon Partners Group,Kris Gopalakrishnan,NuVentures,,,3
OncoStem Diagnostics,Biotechnology,Health Diagnostics,Bengaluru,Karnataka,OncoStem is a diagnostic oncology company focused on discovering and developing novel tests for improved treatment planning.,560001,$1M to $10M,2011,www.oncostem.com,1,Manjiri Bakre,Nov-50,2,Early Stage Venture,"Sep 6, 2017","$ 60,00,000.00",Series A,"$ 70,00,000.00",Peak XV Partners,Artiman Ventures,,,,2
Megaa Moda,Food Processing,Seafood,Kolkata,West Bengal,"Megaa Moda is a seafood processing, packaging and exporting service company.",—,—,"Jan 1, 2009",www.megaa.in/,2,Shankar Ramalingam,Nov-50,1,—,"Mar 1, 2017","₹ 8,55,00,000.00",Venture - Series Unknown,"₹ 8,55,00,000.00",SIDBI Venture Capital,,,,,1
PACE Hospitals,Health Care,Hospital,Hyderabad,Andhra Pradesh,PACE Hospitals operates a hospital chain that provides quality care for a wide range of tertiary healthcare services.,—,$50M to $100M,"Jan 1, 2010",www.pacehospital.com/,—,,501-1000,4,—,"Nov 4, 2017","₹ 7,50,00,000.00",Venture - Series Unknown,"$ 36,81,135.00",Natco Pharma,Reema Agarwal,Ameer Payarali Dharani,,,3
INNEFU,,,Delhi,Delhi,INNEFU is a research oriented Information Security consulting group,—,$10M to $50M,2011,www.innefu.com/,2,Abhishek Sharma,Nov-50,1,Early Stage Venture,"Apr 17, 2017","$ 20,00,000.00",Series A,"$ 20,00,000.00",IndiaNivesh Fund,,,,,1
Smoor Chocolates,Confectionery,Food and Beverage,Bangalore,Karnataka,Smoor Chocolates is a private label brand and a retail chain for luxury chocolates.,—,—,2008,www.smoorchocolates.com/,1,Vimal Sharma,251-500,1,M&A,"Jul 7, 2018","$ 7,39,670.00",Angel,"$ 7,39,670.00",,,,,,—
Pristine Logistics & InfraProjects,Freight Service,Logistics,New Delhi,Delhi,Pristine Logistics & InfraProjects is provides logistics solutions in India.,110037,—,2008,pristinelogistics.com/,4,Amit Kumar,Nov-50,1,—,"Jan 29, 2015","$ 2,50,00,000.00",Venture - Series Unknown,"$ 2,50,00,000.00",CDC Group,,,,,1
G.C.Beverages,Food and Beverage,Water Purification,Solan,Himachal Pradesh,"G.C. Beverages is a natural mineral water bottling, sales, and distribution company.",—,—,"Jan 1, 2005",www.naturalspring.co.in/,1,Akhil Mittal,Nov-50,2,—,"Jan 1, 2018","₹ 12,60,00,000.00",Venture - Series Unknown,"₹ 24,61,00,000.00",RB Investments Pte. Ltd.,VisVires Capital,,,,2
RGVN (North East) Microfinance,Finance,Financial Services,Guwahati,Assam,RGVN (North East) Microfinance is a Non-Banking Finance Company (NBFC),781024,$1M to $10M,"Jul 18, 2008",rgvnnemfl.com/,—,,01-Oct,1,—,"Jul 16, 2014","₹ 41,80,00,000.00",Venture - Series Unknown,"₹ 41,80,00,000.00",Oikocredit International,Samridhi Fund,Nordic Microfinance Initiative,Dia Vikas Capital,,4
Dvara Holdings,Finance,Financial Services,Taramani,Tamil Nadu,Dvara Holdings formerly IFMR Holdings is positioned as a financial inclusion platform and houses three businesses.,600113,$1M to $10M,2006,www.ifmr.co.in,2,Puneet Gupta,501-1000,3,—,"Aug 28, 2017",—,Venture - Series Unknown,"$ 2,69,00,000.00",LeapFrog Investments,Accion,Proparco,,,3
Vizury,Advertising,E-Commerce,Bangalore,Karnataka,Vizury is a commerce marketing platform.,560025,$10M to $50M,2007,www.vizury.com,3,Chetan Kulkarni,251-500,2,M&A,"Jan 1, 2019",—,Venture - Series Unknown,"$ 1,60,00,000.00",Intel Capital,NGP Capital,InnoVen Capital,Inventus Capital Partners,Ascent Capital,5
Healthgenie,E-Commerce,E-Commerce Platforms,New Delhi,Delhi,"Healthgenie.in is an e-Retailing website, poised to leave no stone unturned and inner quest for “customer's delight and satisfaction”.",110020,—,"Mar 11, 2010",www.healthgenie.in/,1,Manu Grover,Nov-50,1,Seed,"Feb 1, 2021","$ 24,97,711.00",Seed,"$ 24,97,711.00",,,,,,—
Hansa Cequity,Analytics,CRM,Bangalore,Karnataka,"Hansa Cequity, a customer engagement agency, offers marketing automation and analytic platforms to build real-time customer relationships.",560034,$1M to $10M,2008,www.hansacequity.com,2,Ajay Kelkar,251-500,1,—,"Jun 18, 2015","₹ 30,00,00,000.00",Venture - Series Unknown,"₹ 30,00,00,000.00",ASK Pravi,,,,,1
Midland Microfin,Financial Services,,Jalandhar,Punjab,Midland Microfin is a company that provides funding towards financial and social empowerment of women by way of business loans.,144001,$1M to $10M,2011,midlandmicrofin.com/,1,Amardeep Samra,Nov-50,2,—,"May 5, 2020","$ 31,00,000.00",Venture - Series Unknown,"$ 52,95,123.00",Kitara Capital,Aviator Emerging Market Fund,,,,2
Citylife Retail,Retail,Sales,Howrah,West Bengal,Citylife Retail is an online retailer of clothes and accessories.,—,—,"Jan 1, 2006",www.cityliferetail.com/,1,Abhishek Khemka,101-250,1,—,"Jul 1, 2017","₹ 36,00,00,000.00",Venture - Series Unknown,"₹ 36,00,00,000.00",Subhkam Ventures,,,,,1
AddressHealth,Child Care,Health Care,Bangalore City,Karnataka,AddressHealth provides comprehensive pediatric healthcare though clinics & schools.,560041,—,2010,addresshealth.in,1,Anand Lakshman,Nov-50,3,Early Stage Venture,"May 25, 2016","$ 15,00,000.00",Series A,"$ 30,00,000.00",Capria Ventures,Gray Matters Capital,Unitus Ventures,,,3
RML AgTech,Agriculture,Farming,Pune,Maharashtra,RML AgTech is a business offering a bouquet of ICT solutions across the entire agri value chain.,411045,$1M to $10M,2007,www.rmlglobal.com,3,Amit Mehra,251-500,3,Early Stage Venture,"Jan 25, 2017","$ 40,00,000.00",Series B,"$ 69,12,100.00",IvyCap Ventures,,,,,1
EduKart,EdTech,Education,New Delhi,Delhi,"EduKart is India’s leading education marketplace offering 2000+ degree, diploma, certificate, entrance coaching & K12 courses.",—,$1M to $10M,2011,ekampus.edukart.com,2,Ishan Gupta,51-100,3,M&A,"Jun 23, 2015","$ 10,00,000.00",Seed,"$ 20,00,000.00",Kima Ventures,YWC Venture Capital,AKM Solutions,Vibhor Mehra,United Finsec,5
Stones2Milestones,E-Learning,EdTech,Gurgaon,Haryana,Stones2milestones is India (Delhi) Based EdTech Company,122018,—,"Dec 8, 2008",www.stones2milestones.com/,2,Kavish Gadia,101-250,2,Seed,"Dec 18, 2018",—,Seed,"$ 6,50,000.00",Menterra Venture Advisors,Unreasonable Capital,Piyush Shah,Emandi Sankara Rao,,4
Shree,E-Commerce,Fashion,New Delhi,Delhi,Shree is a lifestyle destination focused towards providing ‘up-to-the-minute’ women clothing in India and abroad.,110037,—,2009,www.shreelifestyle.com/,1,Sandeep Kapoor,51-100,1,—,"May 8, 2019","$ 1,15,00,000.00",Venture - Series Unknown,"$ 1,15,00,000.00",Alpha Capital,,,,,1
