Company,Funding Round,Amount,Date,RupeesAmount,dollarAmt,CID
Banofi Leather,Grant,"$1,000,000","Sep 22, 2023",75000000,900000,CID3072
ZERON,Seed,"$500,000","Sep 14, 2023",37500000,450000,CID3073
SpoofSense,Non-equity Assistance,—,"Dec 8, 2023",0,0,CID3074
Wright Research,Non-equity Assistance,—,"Dec 8, 2023",0,0,CID3075
VVDN Technologies,Secondary Market,—,"Feb 19, 2024",0,0,CID3076
Zocket,Non-equity Assistance,—,"Dec 8, 2023",0,0,CID3077
ZuAI,Non-equity Assistance,—,"Dec 8, 2023",0,0,CID3078
Ujjivan Financial Services,Venture - Series Unknown,"₹300,000,000","Feb 6, 2016",300000000,3600000,CID3079
Neo Asset Management,Venture - Series Unknown,"₹4,000,000,000","May 5, 2022",4000000000,48000000,CID3080
Qdesq,Venture - Series Unknown,—,"Oct 26, 2023",0,0,CID3081
Prescinto,Non-equity Assistance,—,"Dec 8, 2023",0,0,CID3082
Kalam,Non-equity Assistance,—,"Dec 8, 2023",0,0,CID3083
Onward Assist,Grant,—,"Dec 8, 2023",0,0,CID3084
Keploy,Non-equity Assistance,—,"Dec 8, 2023",0,0,CID3085
Mugafi,Non-equity Assistance,—,"Dec 8, 2023",0,0,CID3086
ScrapUncle,Pre-Seed,"₹37,000,000","Aug 29, 2023",37000000,444000,CID3087
NeuroPixel.AI,Non-equity Assistance,—,"Dec 8, 2023",0,0,CID3088
Okulo Aerospace,Pre-Seed,"₹82,000,000","Jul 11, 2023",82000000,984000,CID3089
Amara Raja Group,Post-IPO Secondary,"₹15,615,000,000","Jul 18, 2023",15615000000,187380000,CID3090
GMR Group,Debt Financing,"₹31,250,000,000","Dec 9, 2023",31250000000,375000000,CID3091
Sify Infinit Spaces,Debt Financing,"₹6,000,000,000","Sep 21, 2023",6000000000,72000000,CID3092
Walko,Venture - Series Unknown,"₹910,000,000","May 24, 2023",910000000,10920000,CID3093
GPU.Net,Seed,"$500,000","Aug 29, 2023",37500000,450000,CID3094
India Grid Trust,Post-IPO Equity,"₹6,700,000,000","Dec 9, 2023",6700000000,80400000,CID3095
Endimension,Non-equity Assistance,—,"Dec 8, 2023",0,0,CID3096
Goodmeetings,Non-equity Assistance,—,"Dec 8, 2023",0,0,CID3097
immunitoAI,Non-equity Assistance,—,"Dec 8, 2023",0,0,CID3098
UpGrad,Venture - Series Unknown,"$120,000,000","Apr 26, 2021",9000000000,108000000,CID3099
Max Life insurance,Corporate Round,"₹16,120,000,000","Aug 11, 2023",16120000000,193440000,CID3100
DhiWise,Non-equity Assistance,—,"Dec 8, 2023",0,0,CID3101
ACME Cleantech Solutions Private Ltd,Debt Financing,"₹40,000,000,000","Jul 22, 2023",40000000000,480000000,CID3102
rehook.ai (YC W22),Pre-Seed,"$1,900,000","Apr 1, 2022",142500000,1710000,CID3103
Postcard Travel Stories,Angel,—,"Jan 1, 2022",0,0,CID3104
Ashv Finance,Series D,"$3,500,000","Jan 1, 2018",262500000,3150000,CID3105
NautiNati,Corporate Round,—,"Dec 5, 2023",0,0,CID3106
Capillary Technologies,Series D,"$40,000,000","Jun 1, 2023",3000000000,36000000,CID3107
Dobiee Foods,Seed,"₹7,200,000","Jan 21, 2023",7200000,86400,CID3108
Growfitter,Seed,"$100,000","Aug 31, 2023",7500000,90000,CID3109
Gro Club,Seed,"₹43,000,000","Jun 15, 2023",43000000,516000,CID3110
GreenPod Labs,Non-equity Assistance,—,"Sep 25, 2023",0,0,CID3111
LineupX,Seed,—,"Jan 1, 2022",0,0,CID3112
Intelisa,Seed,"$210,000","May 17, 2020",15750000,189000,CID3113
ESpotz,Seed,—,"Jan 1, 2023",0,0,CID3114
Vastu Housing Finance,Secondary Market,"₹2,500,000,000","Oct 19, 2023",2500000000,30000000,CID3115
NOTO,Seed,"$2,000,000","Mar 17, 2023",150000000,1800000,CID3116
SoupX,Debt Financing,"₹2,500,000","Jan 5, 2023",2500000,30000,CID3117
Meolaa,Pre-Seed,"$165,000","Apr 18, 2023",12375000,148500,CID3118
Milesmate,Seed,—,"Jan 1, 2021",0,0,CID3119
Drishta,Seed,—,"Jan 1, 2021",0,0,CID3120
Qbit Supply Chain,Seed,—,"Jan 1, 2021",0,0,CID3121
SoupX,Seed,"₹5,000,000","Jan 5, 2023",5000000,60000,CID3122
HoneyVeda,Seed,"₹5,000,000","Feb 1, 2023",5000000,60000,CID3123
GROWiT,Debt Financing,"₹5,000,000","Feb 26, 2023",5000000,60000,CID3124
Indian Institute of Technology Madras,Grant,"$1,000,000","Dec 20, 2022",75000000,900000,CID3125
HoneyVeda,Debt Financing,"₹2,500,000","Feb 1, 2023",2500000,30000,CID3126
WAAYU,Seed,—,"May 10, 2023",0,0,CID3127
Wellbeing Nutrition,Grant,"$100,000","Aug 16, 2021",7500000,90000,CID3128
Rite Water Solutions,Venture - Series Unknown,"₹650,000,000","Oct 16, 2023",650000000,7800000,CID3129
Slurrp Farm,Grant,"$100,000","Aug 16, 2021",7500000,90000,CID3130
Orange Health Labs,Seed,"$125,000","Aug 24, 2020",9375000,112500,CID3131
CaratLane,Secondary Market,"₹46,210,000,000","Aug 23, 2023",46210000000,554520000,CID3132
Sirona Hygiene,Grant,"$100,000","Aug 16, 2021",7500000,90000,CID3133
Green Grahi,Pre-Seed,—,"Jul 12, 2023",0,0,CID3134
Gokaldas Exports,Post-IPO Equity,—,"Oct 13, 2023",0,0,CID3135
Grapevine,Seed,"₹213,600,000","Oct 16, 2023",213600000,2563200,CID3136
HighXP,Seed,"₹181,000,000","Jun 13, 2023",181000000,2172000,CID3137
AndesInfra Solutions,Seed,"₹85,000,000","Jul 12, 2023",85000000,1020000,CID3138
Imagimake,Venture - Series Unknown,"₹200,000,000","Oct 14, 2023",200000000,2400000,CID3139
K-12 Techno Services,Venture - Series Unknown,—,"Sep 14, 2023",0,0,CID3140
Algo Engines,Non-equity Assistance,—,"Jan 1, 2023",0,0,CID3141
Cercle X,Seed,—,"Dec 1, 2023",0,0,CID3142
LoveLocal (formerly m.Paani),Series B,"₹1,430,000,000","Oct 28, 2021",1430000000,17160000,CID3143
Transform Rural India Foundation,Grant,"$1,200,000","Nov 30, 2023",90000000,1080000,CID3144
Akasa Labs,Non-equity Assistance,—,"Jan 1, 2023",0,0,CID3145
Scapia,Seed,"₹740,000,000","Jun 28, 2023",740000000,8880000,CID3146
1Mobility,Non-equity Assistance,—,"Jan 1, 2023",0,0,CID3147
Zippee,Venture - Series Unknown,"$1,600,000","Jun 28, 2023",120000000,1440000,CID3148
Edurupt,Seed,"$250,000","Aug 23, 2022",18750000,225000,CID3149
ShipGlobal.in,Seed,"₹20,800,000","Nov 30, 2023",20800000,249600,CID3150
Phree,Pre-Seed,—,"Feb 9, 2024",0,0,CID3151
THDC India,Debt Financing,"₹7,630,000,000","Sep 11, 2023",7630000000,91560000,CID3152
Tilt,Pre-Seed,—,"Feb 9, 2024",0,0,CID3153
GMM Pfaudler,Post-IPO Secondary,—,"Aug 18, 2023",0,0,CID3154
String Metaverse,Venture - Series Unknown,"₹100,000,000","Nov 26, 2023",100000000,1200000,CID3155
Everest Fleet,Corporate Round,"$20,000,000","Jun 14, 2023",1500000000,18000000,CID3156
Crypto Corsairs,Grant,—,"May 30, 2023",0,0,CID3157
zerotouch,Non-equity Assistance,—,"Oct 4, 2023",0,0,CID3158
Nawgati,Seed,—,"Oct 11, 2023",0,0,CID3159
Breathe ESG,Non-equity Assistance,—,"Oct 4, 2023",0,0,CID3160
EarthFokus,Non-equity Assistance,—,"Oct 4, 2023",0,0,CID3161
BluSmart Mobility,Series A,"$37,000,000","May 4, 2023",2775000000,33300000,CID3162
Course5 Intelligence,Private Equity,"$53,000,000","May 18, 2023",3975000000,47700000,CID3163
LLMate,Pre-Seed,"$271,170","Jun 30, 2021",20337750,244053,CID3164
Sohamm Snacks,Angel,"₹5,000,000","Nov 20, 2023",5000000,60000,CID3165
Ezerx Health Tech,Corporate Round,"₹286,900,000","Oct 5, 2023",286900000,3442800,CID3166
Openhaus,Non-equity Assistance,—,"Oct 4, 2023",0,0,CID3167
FlyLab Solutions Private Limited,Pre-Seed,"₹3,000,000","Dec 1, 2023",3000000,36000,CID3168
AGATSA,Corporate Round,"₹40,000,000","Oct 5, 2023",40000000,480000,CID3169
Qonect,Non-equity Assistance,—,"Jul 26, 2023",0,0,CID3170
Kinderpass,Seed,—,"Jan 1, 2018",0,0,CID3171
Sohamm Snacks,Debt Financing,"₹5,000,000","Nov 20, 2023",5000000,60000,CID3172
DusMinute,Convertible Note,"₹115,000,000","Jul 20, 2023",115000000,1380000,CID3173
Toolsvilla,Seed,—,"Jan 5, 2024",0,0,CID3174
Twyn,Non-equity Assistance,—,"Nov 21, 2023",0,0,CID3175
Furry Feedz,Angel,"₹3,500,000","Nov 20, 2023",3500000,42000,CID3176
Yeppar - Augmented Reality,Non-equity Assistance,—,"Nov 21, 2023",0,0,CID3177
RCMH Card,Pre-Seed,—,"Nov 15, 2023",0,0,CID3178
SmartDukaan,Seed,"$10,000,000","Jul 10, 2023",750000000,9000000,CID3179
Nexxio Technologies,Pre-Seed,"₹30,000,000","Aug 1, 2023",30000000,360000,CID3180
Sheru,Non-equity Assistance,—,"Aug 11, 2022",0,0,CID3181
Hanto,Debt Financing,—,"Nov 20, 2023",0,0,CID3182
Techjockey,Venture - Series Unknown,—,"Feb 2, 2024",0,0,CID3183
The Yarn Bazaar,Seed,"₹150,000,000","Jun 19, 2023",150000000,1800000,CID3184
CESC,Post-IPO Debt,"₹3,000,000,000","Oct 5, 2023",3000000000,36000000,CID3185
GangaGen,Grant,"$2,100,000","Aug 17, 2023",157500000,1890000,CID3186
Varthana,Debt Financing,"$2,500,000","Sep 1, 2023",187500000,2250000,CID3187
FreightFox,Seed,"₹49,000,000","Oct 4, 2023",49000000,588000,CID3188
Rubick.ai,Funding Round,"₹200,000,000","Jun 6, 2022",200000000,2400000,CID3189
Jugyah,Seed,—,"Nov 3, 2023",0,0,CID3190
Kofluence,Private Equity,—,"Jan 17, 2024",0,0,CID3191
Craftsman Automation,Venture - Series Unknown,"₹850,000,000","Aug 1, 2012",850000000,10200000,CID3192
Sitesoda Web Solution,Debt Financing,"₹2,500,000","Feb 3, 2023",2500000,30000,CID3193
Mswipe Technologies,Venture - Series Unknown,"$20,000,000","Feb 27, 2024",1500000000,18000000,CID3194
Ghost Kitchens,Series A,"₹410,000,000","Feb 22, 2024",410000000,4920000,CID3195
IndicWisdom,Seed,"₹40,000,000","Feb 22, 2024",40000000,480000,CID3196
AutoVRse,Seed,"₹166,000,000","Feb 20, 2024",166000000,1992000,CID3197
Beautywise,Seed,"₹65,000,000","Feb 26, 2024",65000000,780000,CID3198
InSolare,Venture - Series Unknown,"₹660,000,000","Feb 26, 2024",660000000,7920000,CID3199
Cult.fit,Series F,"₹845,000,000","Feb 26, 2024",845000000,10140000,CID3200
Shadowfax,Series E,"$100,000,000","Feb 27, 2024",7500000000,90000000,CID3201
Zeno Health,Series C,"$25,000,000","Feb 26, 2024",1875000000,22500000,CID3202
Samarth Life Management,Venture - Series Unknown,"₹120,000,000","Feb 21, 2024",120000000,1440000,CID3203
Yulu,Series B,"₹1,600,000,000","Feb 23, 2024",1600000000,19200000,CID3204
Farm Theory,Seed,"₹120,000,000","Feb 27, 2024",120000000,1440000,CID3205
Bandhoo,Seed,"₹73,500,000","Feb 29, 2024",73500000,882000,CID3206
Varaha,Series A,"$8,700,000","Feb 21, 2024",652500000,7830000,CID3207
Zvolv,Venture - Series Unknown,"₹160,000,000","Feb 28, 2024",160000000,1920000,CID3208
Auxilo,Debt Financing,"₹500,000,000","Dec 31, 2023",500000000,6000000,CID3209
Trust Fintech,Funding Round,"₹54,200,000","Feb 23, 2024",54200000,650400,CID3210
Walko,Venture - Series Unknown,"₹1,658,000,000","Feb 21, 2024",1658000000,19896000,CID3211
SBL Energy,Venture - Series Unknown,"₹3,250,000,000","Feb 24, 2024",3250000000,39000000,CID3212
Nurturev,Pre-Seed,"$1,000,000","Feb 28, 2024",75000000,900000,CID3213
IBSFINtech,Seed,"$1,500,000","Feb 27, 2024",112500000,1350000,CID3214
Vidyut,Series A,"$10,000,000","Feb 13, 2024",750000000,9000000,CID3215
RentoMojo,Series D,"₹2,100,000,000","Feb 21, 2024",2100000000,25200000,CID3216
Mokobara,Series B,"₹1,000,000,000","Feb 26, 2024",1000000000,12000000,CID3217
VVDN Technologies,Venture - Series Unknown,—,"Feb 19, 2024",0,0,CID3218
Samunnati,Debt Financing,"₹750,000,000","Feb 21, 2024",750000000,9000000,CID3219
Capillary Technologies,Secondary Market,"$95,000,000","Feb 27, 2024",7125000000,85500000,CID3220
Supertails,Series B,"₹1,250,000,000","Feb 13, 2024",1250000000,15000000,CID3221
Basil,Seed,"₹36,000,000","Feb 19, 2024",36000000,432000,CID3222
ReFit Global,Angel,"₹20,000,000","Feb 21, 2024",20000000,240000,CID3223
Pure EV,Series A,"₹660,000,000","Feb 19, 2024",660000000,7920000,CID3224
Ghost Kitchens,Debt Financing,—,"Feb 22, 2024",0,0,CID3225
Veera,Seed,"$6,000,000","Feb 15, 2024",450000000,5400000,CID3226
Shadowfax,Secondary Market,—,"Feb 27, 2024",0,0,CID3227
SpaceFields,Seed,"₹65,000,000","Feb 26, 2024",65000000,780000,CID3228
River,Series B,"₹40,000,000","Feb 6, 2024",40000000,480000,CID3229
Yulu,Debt Financing,"IDR250,000,000","Jan 13, 2024",18750000000,225000000,CID3230
Flytant,Seed,—,"Feb 21, 2024",0,0,CID3231
Yes Madam,Funding Round,"₹1,500,000","Feb 16, 2024",1500000,18000,CID3232
Torrent Power Limited,Post-IPO Debt,"₹7,000,000,000","Feb 28, 2024",7000000000,84000000,CID3233
Virohan,Series B,"$1,800,000","Feb 21, 2024",135000000,1620000,CID3234
eFeed,Seed,"₹10,000,000","Feb 21, 2024",10000000,120000,CID3235
Dvara KGFS,Debt Financing,"$27,000,000","Feb 21, 2024",2025000000,24300000,CID3236
Paisalo Digital,Post-IPO Equity,"₹2,000,000,000","Feb 27, 2024",2000000000,24000000,CID3237
Starbuzz.ai,Seed,"₹41,500,000","Feb 22, 2024",41500000,498000,CID3238
Arcatron Mobility,Venture - Series Unknown,—,"Feb 15, 2024",0,0,CID3239
Captain Fresh,Series C,"₹2,080,000,000","Jan 3, 2024",2080000000,24960000,CID3240
Capillary Technologies,Series D,"$6,000,000","Feb 27, 2024",450000000,5400000,CID3241
RevFin,Series B,"₹1,150,000,000","Dec 26, 2023",1150000000,13800000,CID3242
Biggies Burger,Seed,—,"Feb 26, 2024",0,0,CID3243
Vidyut,Debt Financing,—,"Feb 20, 2024",0,0,CID3244
Ayekart Fintech,Series A,"₹530,000,000","Feb 15, 2024",530000000,6360000,CID3245
Metalbook,Series A,"₹1,250,000,000","Feb 15, 2024",1250000000,15000000,CID3246
Push Sports,Seed,"₹8,000,000","Feb 19, 2024",8000000,96000,CID3247
OTO Capital,Venture - Series Unknown,"₹830,000,000","Feb 6, 2024",830000000,9960000,CID3248
Chefling,Angel,"₹4,000,000","Feb 20, 2024",4000000,48000,CID3249
SpiceJet Limited,Post-IPO Equity,"₹7,440,000,000","Jan 25, 2024",7440000000,89280000,CID3250
NEPRA Resource Management,Secondary Market,—,"Feb 22, 2024",0,0,CID3251
RailYatri,Series C,"₹245,800,000","Feb 19, 2024",245800000,2949600,CID3252
Noccarc,Seed,"₹166,000,000","Feb 13, 2024",166000000,1992000,CID3253
Alt Mobility,Series A,"₹500,000,000","Jan 18, 2024",500000000,6000000,CID3254
PocketATM,Pre-Seed,"$400,000","Feb 13, 2024",30000000,360000,CID3255
Oopar.Club,Pre-Seed,"₹5,000,000","Feb 21, 2024",5000000,60000,CID3256
Induced AI,Seed,"$2,300,000","Oct 3, 2023",172500000,2070000,CID3257
Beyoung,Venture - Series Unknown,—,"Feb 19, 2024",0,0,CID3258
Segwise,Pre-Seed,"₹133,000,000","Feb 14, 2024",133000000,1596000,CID3259
Khyaal,Seed,"$4,200,000","Feb 6, 2024",315000000,3780000,CID3260
FOIP,Funding Round,"₹230,000,000","Feb 23, 2024",230000000,2760000,CID3261
Neodocs,Seed,"₹166,000,000","Feb 8, 2024",166000000,1992000,CID3262
mirrAR,Seed,"₹130,000,000","Nov 6, 2023",130000000,1560000,CID3263
Wildfloc Adventures,Seed,—,"Feb 22, 2024",0,0,CID3264
Digantara,Series A,"₹155,400,000","Feb 27, 2024",155400000,1864800,CID3265
Fasal,Series A,"₹1,000,000,000","Dec 22, 2023",1000000000,12000000,CID3266
Zomato,Post-IPO Secondary,"₹33,360,000,000","Nov 28, 2023",33360000000,400320000,CID3267
Myna Mahila Foundation,Grant,"$100,000","Jul 9, 2023",7500000,90000,CID3268
Pratech Brands,Seed,"₹366,200,000","Feb 19, 2024",366200000,4394400,CID3269
Grip Invest,Series B,"₹700,000,000","Jan 9, 2024",700000000,8400000,CID3270
AmberStudent,Debt Financing,"$2,500,000","Feb 12, 2024",187500000,2250000,CID3271
Stan,Seed,"₹220,000,000","Jan 23, 2024",220000000,2640000,CID3272
Crux,Seed,"₹220,000,000","Feb 8, 2024",220000000,2640000,CID3273
HyugaLife,Seed,"₹83,000,000","Jan 3, 2024",83000000,996000,CID3274
Scandalous Foods,Pre-Seed,"₹14,000,000","Feb 14, 2024",14000000,168000,CID3275
RailYatri,Debt Financing,"₹140,000,000","Feb 19, 2024",140000000,1680000,CID3276
JSW Infrastructure,Funding Round,"₹12,600,000,000","Sep 22, 2023",12600000000,151200000,CID3277
Krutrim,Series A,"$50,000,000","Jan 26, 2024",3750000000,45000000,CID3278
Kushal's,Secondary Market,—,"Feb 28, 2024",0,0,CID3279
Kushal's,Series B,"₹2,840,000,000","Feb 28, 2024",2840000000,34080000,CID3280
BigHaat,Series C,"₹695,000,000","Feb 7, 2024",695000000,8340000,CID3281
Settl.,Seed,"₹100,000,000","Jan 2, 2024",100000000,1200000,CID3282
Toffee Coffee Roasters,Funding Round,"₹3,500,000","Feb 20, 2024",3500000,42000,CID3283
Burger Singh,Series B,—,"Dec 14, 2023",0,0,CID3284
Airblack,Series B,"₹330,000,000","Dec 7, 2023",330000000,3960000,CID3285
Confidence Group,Post-IPO Equity,"₹2,500,000,000","Feb 19, 2024",2500000000,30000000,CID3286
Mokobara,Series A,"₹290,000,000","Oct 19, 2023",290000000,3480000,CID3287
SWIRL,Seed,"₹91,000,000","Feb 6, 2024",91000000,1092000,CID3288
Dream Sports,Secondary Market,"$400,000,000","Mar 24, 2021",30000000000,360000000,CID3289
VRO Hospitality,Venture - Series Unknown,"$10,000,000","Jan 2, 2024",750000000,9000000,CID3290
DevX,Venture - Series Unknown,"₹580,000,000","Feb 5, 2024",580000000,6960000,CID3291
Vegrow,Series C,"$46,000,000","Dec 13, 2023",3450000000,41400000,CID3292
Auxilo,Venture - Series Unknown,"₹4,700,000,000","Jul 25, 2023",4700000000,56400000,CID3293
Serentica Renewables,Debt Financing,"₹35,000,000,000","Jan 8, 2024",35000000000,420000000,CID3294
Aye Finance,Series F,"₹3,100,000,000","Dec 13, 2023",3100000000,37200000,CID3295
Tork Motors,Venture - Series Unknown,"₹500,000,000","Feb 13, 2024",500000000,6000000,CID3296
Lohum,Series B,"$23,000,000","Feb 9, 2024",1725000000,20700000,CID3297
SportVot,Seed,"₹94,000,000","Feb 5, 2024",94000000,1128000,CID3298
Metafin,Series A,"₹420,000,000","Feb 7, 2024",420000000,5040000,CID3299
Captain Fresh,Series C,"$20,000,000","Sep 5, 2023",1500000000,18000000,CID3300
EquityList,Seed,"$2,200,000","Sep 18, 2023",165000000,1980000,CID3301
BluSmart Mobility,Venture - Series Unknown,"₹2,080,000,000","Jan 29, 2024",2080000000,24960000,CID3302
Glamplus,Seed,"₹165,000,000","Jan 9, 2024",165000000,1980000,CID3303
Proost69,Seed,"₹250,000,000","Oct 25, 2023",250000000,3000000,CID3304
Cello,Funding Round,"₹5,670,000,000","Oct 27, 2023",5670000000,68040000,CID3305
SK Finance,Private Equity,"₹13,280,000,000","Jan 23, 2024",13280000000,159360000,CID3306
Udaan,Series E,"$340,000,000","Dec 14, 2023",25500000000,306000000,CID3307
Onsurity,Series B,"$24,000,000","Oct 9, 2023",1800000000,21600000,CID3308
Exponent Energy,Series B,"$26,400,000","Dec 14, 2023",1980000000,23760000,CID3309
QuID Cash,Pre-Seed,"₹50,000,000","Feb 19, 2024",50000000,600000,CID3310
Stackr Labs,Seed,"₹458,000,000","Nov 8, 2023",458000000,5496000,CID3311
ELIVAAS,Seed,"₹208,000,000","Nov 27, 2023",208000000,2496000,CID3312
Scrut Automation,Series A,"₹750,000,000","Feb 14, 2024",750000000,9000000,CID3313
Clinikally,Seed,"$2,600,000","Sep 29, 2023",195000000,2340000,CID3314
InCred,Series D,"₹5,000,000,000","Nov 9, 2023",5000000000,60000000,CID3315
kitchens@,Series C,"$65,000,000","Dec 22, 2023",4875000000,58500000,CID3316
ANAROCK,Private Equity,"₹2,000,000,000","Feb 5, 2024",2000000000,24000000,CID3317
Papa Pawsome,Seed,"₹33,500,000","Feb 5, 2024",33500000,402000,CID3318
AstroTalk,Series A,"₹1,630,000,000","Feb 6, 2024",1630000000,19560000,CID3319
ConveGenius,Series A,"₹580,000,000","Jan 11, 2024",580000000,6960000,CID3320
Scandalous Foods,Pre-Seed,"₹16,000,000","Dec 4, 2023",16000000,192000,CID3321
Ivory,Seed,"$500,000","Feb 8, 2024",37500000,450000,CID3322
Wiz Freight,Series B,"₹933,000,000","Jan 4, 2024",933000000,11196000,CID3323
MakeO,Series D,"₹1,350,000,000","Jan 9, 2024",1350000000,16200000,CID3324
Finhaat,Seed,"₹250,000,000","Dec 20, 2023",250000000,3000000,CID3325
DigitalPaani,Seed,"$1,200,000","Dec 7, 2023",90000000,1080000,CID3326
Mufin Green Finance,Post-IPO Equity,"₹1,400,000,000","Feb 2, 2024",1400000000,16800000,CID3327
Zepto,Series E,"$200,000,000","Aug 25, 2023",15000000000,180000000,CID3328
Fixerra,Seed,"₹140,000,000","Jan 24, 2024",140000000,1680000,CID3329
AmberStudent,Private Equity,"$18,500,000","Feb 12, 2024",1387500000,16650000,CID3330
Offline,Seed,"$2,000,000","Sep 19, 2023",150000000,1800000,CID3331
ONGC Videsh,Debt Financing,"₹34,000,000,000","Jan 18, 2024",34000000000,408000000,CID3332
EMotorad,Series B,"₹1,440,000,000","Nov 26, 2023",1440000000,17280000,CID3333
Perfios Software Solutions,Series D,"$229,000,000","Sep 11, 2023",17175000000,206100000,CID3334
INDRA,Series A,"$4,000,000","Jan 18, 2024",300000000,3600000,CID3335
UrjanovaC,Pre-Seed,—,"Feb 22, 2024",0,0,CID3336
Conscious Chemist,Debt Financing,"₹10,000,000","Feb 13, 2024",10000000,120000,CID3337
Wow! Momo,Series D,"₹4,100,000,000","Jan 16, 2024",4100000000,49200000,CID3338
BluSmart Mobility,Series A,"₹2,000,000,000","Dec 21, 2023",2000000000,24000000,CID3339
Rite Water Solutions,Series B,"₹325,000,000","Feb 10, 2024",325000000,3900000,CID3340
Torus Robotics,Seed,"$470,000","Feb 7, 2024",35250000,423000,CID3341
Salty,Seed,"₹54,000,000","Jan 11, 2024",54000000,648000,CID3342
P-TAL,Seed,"₹43,300,000","Oct 16, 2023",43300000,519600,CID3343
Accio Robotics,Seed,"₹150,000,000","Jan 9, 2024",150000000,1800000,CID3344
Aquaconnect,Series B,"₹330,000,000","Jan 31, 2024",330000000,3960000,CID3345
IDC KITCHEN,Debt Financing,"₹15,000,000","Feb 15, 2024",15000000,180000,CID3346
Dressfolk,Seed,"₹33,000,000","Oct 5, 2023",33000000,396000,CID3347
HouseEazy,Seed,"₹80,000,000","Dec 19, 2023",80000000,960000,CID3348
Crepdog Crew,Seed,—,"Jan 11, 2023",0,0,CID3349
